Internal Tracking Number,Substance Name,CAS,Active Status,ID
85969,"2-Butanone, peroxide",1338-23-4,Active,U160
122135,Crotonaldehyde,4170-30-3,Active,U053
122135,2-Butenal,4170-30-3,Active,U053
69567,"2-Butene, 1,4-dichloro-",764-41-0,Active,U074
69567,"1,4-Dichloro-2-butene",764-41-0,Active,U074
41640,Lasiocarpine,303-34-4,Active,U143
41640,"2-Butenoic acid, 2-methyl-, 7-[[2,3- dihydroxy-2-(1-methoxyethyl)-3-methyl-1-oxobutoxy]methyl]-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-yl ester, [1S-[1.alpha.(Z),7(2S*,3R*),7a.alpha.]]-",303-34-4,Active,U143
17699,2-Furancarboxaldehyde,98-01-1,Active,U125
17699,Furfural,98-01-1,Active,U125
16857,2-Imidazolidinethione,96-45-7,Active,U116
16857,Ethylenethiourea,96-45-7,Active,U116
13540,beta-Naphthylamine,91-59-8,Active,U168
13540,2-Naphthalenamine,91-59-8,Active,U168
47761,Chlornaphazin,494-03-1,Active,U026
47761,"Naphthalenamine, N,N'-bis(2-chloroethyl)-",494-03-1,Active,U026
24851,"Pentanol, 4-methyl-",108-10-1,Active,U161
24851,Methyl isobutyl ketone,108-10-1,Active,U161
24851,4-Methyl-2-pentanone,108-10-1,Active,U161
4309,2-Propanone,67-64-1,Active,U002
4309,Acetone,67-64-1,Active,U002
7575,Acrylamide,79-06-1,Active,U007
7575,2-Propenamide,79-06-1,Active,U007
24182,Acrylonitrile,107-13-1,Active,U009
24182,2-Propenenitrile,107-13-1,Active,U009
34082,"2-Propenenitrile, 2-methyl-",126-98-7,Active,U152
34082,Methacrylonitrile,126-98-7,Active,U152
7617,Acrylic acid,79-10-7,Active,U008
7617,2-Propenoic acid,79-10-7,Active,U008
17459,Ethyl methacrylate,97-63-2,Active,U118
17459,"2-Propenoic acid, 2-methyl-, ethyl ester",97-63-2,Active,U118
8458,Methyl methacrylate,80-62-6,Active,U162
8458,"2-Propenoic acid, 2-methyl-, methyl ester",80-62-6,Active,U162
37929,Ethyl acrylate,140-88-5,Active,U113
37929,"2-Propenoic acid, ethyl ester",140-88-5,Active,U113
87114,"1,2:3,4-Diepoxybutane",1464-53-5,Active,U085
87114,"2,2'-Bioxirane",1464-53-5,Active,U085
4119,Uracil mustard,66-75-1,Active,U237
4119,"2,4-(1H,3H)-Pyrimidinedione, 5-[bis(2-chloroethyl)amino]-",66-75-1,Active,U237
23671,p-Benzoquinone,106-51-4,Active,U197
23671,"2,5-Cyclohexadiene-1,4-dione",106-51-4,Active,U197
25015,Maleic anhydride,108-31-6,Active,U147
25015,"2,5-Furandione",108-31-6,Active,U147
4960,Trypan blue,72-57-1,Active,U236
4960,"2,7-Naphthalenedisulfonic acid, 3,3'-[(3,3'- dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(azo)bis[5-amino-4-hydroxy]-, tetrasodium salt",72-57-1,Active,U236
649681,"Warfarin, &salts, when present at concentrations of 0.3% or less",181-81-2,Active,U248
649681,"H-1-Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenyl-butyl)-, &salts, when present at concentrations of 0.3% or less",181-81-2,Active,U248
1057,Cyclophosphamide,50-18-0,Active,U058
1057,"2H-1,3,2-Oxazaphosphorin-2-amine, N,N-bis(2-chloroethyl)tetrahydro-, 2-oxide",50-18-0,Active,U058
32920,Maleic hydrazide,123-33-1,Active,U148
32920,"3,6-Pyridazinedione, 1,2-dihydro-",123-33-1,Active,U148
2683,"Chlordane, .alpha. &.gamma. isomers",57-74-9,Active,U036
2683,"4,7-Methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-",57-74-9,Active,U036
1990,"4(1H)-Pyrimidinone, 2,3-dihydro-6-methyl-2-thioxo-",56-04-2,Active,U164
1990,Methylthiouracil,56-04-2,Active,U164
218735,Daunomycin,20830-81-3,Active,U059
218735,"5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy)-.alpha.-L-lyxo-hexopyranosyl)oxy]-7,8,9,10- tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8S-cis)-",20830-81-3,Active,U059
88658,"7-Benzofuranol, 2,3-dihydro-2,2-dimethyl-",1563-38-8,Active,U367
88658,Carbofuran phenol,1563-38-8,Active,U367
5280,Ethanal,75-07-0,Active,U001
5280,Acetaldehyde,75-07-0,Active,U001
5959,Chloral,75-87-6,Active,U034
5959,"Acetaldehyde, trichloro-",75-87-6,Active,U034
3590,Phenacetin,62-44-2,Active,U187
3590,"Acetamide, N-(4-ethoxyphenyl)-",62-44-2,Active,U187
1719,2-Acetylaminofluorene,53-96-3,Active,U005
1719,"Acetamide, N-9H-fluoren-2-yl-",53-96-3,Active,U005
38455,Ethyl acetate,141-78-6,Active,U112
38455,Acetic acid ethyl ester,141-78-6,Active,U112
650051,"2,4-D, salts &esters",194-75-7,U240,U240
650051,"Acetic acid, (2,4-dichlorophenoxy)-, salts &esters",194-75-7,U240,U240
41483,Lead acetate,301-04-2,Active,U144
41483,"Acetic acid, lead(2+) salt",301-04-2,Active,U144
54700,Thallium(I) acetate,563-68-8,Active,U214
54700,"Acetic acid, thallium(1+) salt",563-68-8,Active,U214
5272,Acetonitrile,75-05-8,Active,U003
5546,Acetyl chloride,75-36-5,Active,U006
5702,Cacodylic acid,75-60-5,Active,U136
5702,"Arsinic acid, dimethyl-",75-60-5,Active,U136
1032,Mitomycin C,50-07-7,Active,U010
1032,"Azirino[2,3:3,4]pyrrolo[1,2-a]indole-4,7-dione, 6-amino-8-[[(aminocarbonyl)oxy]methyl]-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methyl-, [1aS-(1a.alpha.,8.beta.,8a.alpha.,8b.alpha.)]-",50-07-7,Active,U010
2212,Benz[a]anthracene,56-55-3,Active,U018
2733,"7,12-Dimethylbenz[a]anthracene",57-97-6,Active,U094
2733,"Benz[a]anthracene, 7,12-dimethyl-",57-97-6,Active,U094
40758,Benz[c]acridine,225-51-4,Active,U016
2188,3-Methylcholanthrene,56-49-5,Active,U157
2188,"Benz[j]aceanthrylene, 1,2-dihydro-3-methyl-",56-49-5,Active,U157
225102,Pronamide,23950-58-5,Active,U192
225102,"Benzamide, 3,5-dichloro-N-(1,1-dimethyl-2-propynyl)-",23950-58-5,Active,U192
3632,Aniline,62-53-3,Active,U012
3632,Benzenamine,62-53-3,Active,U012
16196,o-Toluidine,95-53-4,Active,U328
16196,"Benzenamine, 2-methyl-",95-53-4,Active,U328
65623,o-Toluidine hydrochloride,636-21-5,Active,U222
65623,"Benzenamine, 2-methyl-, hydrochloride",636-21-5,Active,U222
18754,5-Nitro-o-toluidine,99-55-8,Active,U181
18754,"Benzenamine, 2-methyl-5-nitro-",99-55-8,Active,U181
112599,"4-Chloro-o-toluidine, hydrochloride",3165-93-3,Active,U049
112599,"Benzenamine, 4-chloro-2-methyl-, hydrochloride",3165-93-3,Active,U049
23655,p-Toluidine,106-49-0,Active,U353
23655,"Benzenamine, 4-methyl-",106-49-0,Active,U353
47662,Auramine,492-80-8,Active,U014
47662,"Benzenamine, 4,4'-carbonimidoylbis[N,N-dimethyl-",492-80-8,Active,U014
19943,"Benzenamine, 4,4-methylenebis[2-chloro-",101-14-4,Active,U158
19943,"4,4'-Methylenebis(2-chloroaniline)",101-14-4,Active,U158
3269,"Benzenamine, N,N-dimethyl-4-(phenylazo)-",60-11-7,Active,U093
3269,p-Dimethylaminoazobenzene,60-11-7,Active,U093
4754,Benzene,71-43-2,Active,U019
18309,Cumene,98-82-8,Active,U055
18309,"Benzene, (1-methylethyl)-",98-82-8,Active,U055
18341,Benzal chloride,98-87-3,Active,U017
18341,"Benzene, (dichloromethyl)-",98-87-3,Active,U017
17756,Benzotrichloride,98-07-7,Active,U023
17756,"Benzene, (trichloromethyl)-",98-07-7,Active,U023
20172,4-Bromophenyl phenyl ether,101-55-3,Active,U030
20172,"Benzene, 1-bromo-4-phenoxy-",101-55-3,Active,U030
31575,"2,4-Dinitrotoluene",121-14-2,Active,U105
31575,"Benzene, 1-methyl-2,4-dinitro-",121-14-2,Active,U105
4937,DDD,72-54-8,Active,U060
4937,"Benzene, 1,1'-(2,2-dichloroethylidene)bis[4-chloro-",72-54-8,Active,U060
1107,DDT,50-29-3,Active,U061
1107,"Benzene, 1,1'-(2,2,2-trichloroethylidene)bis[4-chloro-",50-29-3,Active,U061
4903,Methoxychlor,72-43-5,Active,U247
4903,"Benzene, 1,1'-(2,2,2-trichloroethylidene)bis[4-methoxy-",72-43-5,Active,U247
16162,o-Dichlorobenzene,95-50-1,Active,U070
16162,"Benzene, 1,2-dichloro-",95-50-1,Active,U070
59261,Pentachlorobenzene,608-93-5,Active,U183
59261,"Benzene, pentachloro-",608-93-5,Active,U183
9373,PCNB,82-68-8,Active,U185
9373,"Benzene, pentachloronitro-",82-68-8,Active,U185
9373,Pentachloronitrobenzene,82-68-8,Active,U185
30346,Hexachlorobenzene,118-74-1,Active,U127
30346,"Benzene, hexachloro-",118-74-1,Active,U127
16501,"1,2,4,5-Tetrachlorobenzene",95-94-3,Active,U207
16501,"Benzene, 1,2,4,5-tetrachloro-",95-94-3,Active,U207
52217,m-Dichlorobenzene,541-73-1,Active,U071
52217,"Benzene, 1,3-dichloro-",541-73-1,Active,U071
239681,Toluene diisocyanate,26471-62-5,Active,U223
239681,"Benzene, 1,3-diisocyanatomethyl-",26471-62-5,Active,U223
18671,"1,3,5-Trinitrobenzene",99-35-4,Active,U234
18671,"Benzene, 1,3,5-trinitro-",99-35-4,Active,U234
23622,p-Dichlorobenzene,106-46-7,Active,U072
23622,"Benzene, 1,4-dichloro-",106-46-7,Active,U072
58875,"Benzene, 2-methyl-1,3-dinitro-",606-20-2,Active,U106
58875,"2,6-Dinitrotoluene",606-20-2,Active,U106
25478,Chlorobenzene,108-90-7,Active,U037
25478,"Benzene, chloro-",108-90-7,Active,U037
84970,Xylene,1330-20-7,Active,U239
84970,"Benzene, dimethyl-",1330-20-7,Active,U239
25452,Toluene,108-88-3,Active,U220
25452,"Benzene, methyl-",108-88-3,Active,U220
18408,Nitrobenzene,98-95-3,Active,U169
18408,"Benzene, nitro-",98-95-3,Active,U169
49320,"Benzeneacetic acid, 4-chloro-.alpha.-(4-chlorophenyl)-.alpha.-hydroxy-, ethyl ester",510-15-6,Active,U038
49320,Chlorobenzilate,510-15-6,Active,U038
41731,Chlorambucil,305-03-3,Active,U035
41731,"Benzenebutanoic acid, 4-[bis(2-chloroethyl)amino]-",305-03-3,Active,U035
232421,Toluenediamine,25376-45-8,Active,U221
232421,"Benzenediamine, ar-methyl-",25376-45-8,Active,U221
17772,Benzenesulfonic acid chloride,98-09-9,Active,U020
17772,Benzenesulfonyl chloride,98-09-9,Active,U020
1115,Benzo[a]pyrene,50-32-8,Active,U022
40543,"Dibenzo[a,i]pyrene",189-55-9,Active,U064
40543,Benzo[rst]pentaphene,189-55-9,Active,U064
20016,Barban,101-27-9,Active,U280
20016,"Carbamic acid, (3-chlorophenyl)-, 4-chloro-2-butynyl ester",101-27-9,Active,U280
224261,"Carbamic acid, [1,2-phenylenebis(iminocarbonothioyl)]bis-, dimethyl ester",23564-05-8,Active,U409
224261,Thiophanate-methyl,23564-05-8,Active,U409
1495,Ethyl carbamate,51-79-6,Active,U238
1495,Urethane,51-79-6,Active,U238
1495,"Carbamic acid, ethyl ester",51-79-6,Active,U238
209593,Benomyl,17804-35-2,Active,U271
209593,"Carbamic acid, [1-[(butylamino)carbonyl]-1H-benzimidazol-2-yl]-, methyl ester",17804-35-2,Active,U271
172767,Carbendazim,10605-21-7,Active,U372
172767,"Carbamic acid, 1H-benzimidazol-2-yl, methyl ester",10605-21-7,Active,U372
60764,N-Nitroso-N-methylurethane,615-53-2,Active,U178
60764,"Carbamic acid, methylnitroso-, ethyl ester",615-53-2,Active,U178
32276,Propham,122-42-9,Active,U373
32276,"Carbamic acid, phenyl-, 1-methylethyl ester",122-42-9,Active,U373
7864,"Carbamic chloride, dimethyl-",79-44-7,Active,U097
7864,Dimethylcarbamoyl chloride,79-44-7,Active,U097
649889,"Carbamodithioic acid, 1,2-ethanediylbis-, salts &esters",111-54-6,Active,U114
649889,"Ethylenebisdithiocarbamic acid, salts &esters",111-54-6,Active,U114
99895,Diallate,2303-16-4,Active,U062
99895,"Carbamothioic acid, bis(1-methylethyl)-, S-(2,3-dichloro-2-propenyl) ester",2303-16-4,Active,U062
99903,"Carbamothioic acid, bis(1-methylethyl)-, S-(2,3,3-trichloro-2-propenyl) ester",2303-17-5,Active,U389
99903,Triallate,2303-17-5,Active,U389
296962,Prosulfocarb,52888-80-9,Active,U387
296962,"Carbamothioic acid, dipropyl-, S-(phenylmethyl) ester",52888-80-9,Active,U387
143669,"Carbonic acid, dithallium(1+) salt",6533-73-9,Active,U215
143669,Thallium(I) carbonate,6533-73-9,Active,U215
43364,Carbon oxyfluoride,353-50-4,Active,U033
43364,Carbonic difluoride,353-50-4,Active,U033
7690,Methyl chlorocarbonate,79-22-1,Active,U156
7690,"Carbonochloridic acid, methyl ester",79-22-1,Active,U156
190694,Calcium chromate,13765-19-0,Active,U032
190694,"Chromic acid H2CrO4, calcium salt",13765-19-0,Active,U032
40733,Chrysene,218-01-9,Active,U050
156950,Creosote,8001-58-9,Active,#N/A
49064,Cyanogen bromide (CN)Br,506-68-3,Active,U246
27003,"Benzene, hexahydro-",110-82-7,Active,U056
27003,Cyclohexane,110-82-7,Active,U056
2923,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, (1.alpha.,2.alpha.,3.beta.,4.alpha.,5.alpha.,6.beta.)-",58-89-9,Active,U129
2923,Lindane,58-89-9,Active,U129
25502,Cyclohexanone,108-94-1,Active,U057
213348,"Glucopyranose, 2-deoxy-2-(3-methyl-3-nitrosoureido)-, D-",18883-66-4,Active,U206
213348,Streptozotocin,18883-66-4,Active,U206
213348,"D-Glucose, 2-deoxy-2-[[(methylnitrosoamino)-carbonyl]amino]-",18883-66-4,Active,U206
1685,"Dibenz[a,h]anthracene",53-70-3,Active,U063
1875,"Ethanamine, N-ethyl-N-nitroso-",55-18-5,Active,U174
1875,N-Nitrosodiethylamine,55-18-5,Active,U174
31708,"Ethanamine, N,N-diethyl-",121-44-8,Active,U404
31708,Triethylamine,121-44-8,Active,U404
5520,Ethylidene dichloride,75-34-3,Active,U076
5520,"Ethane, 1,1-dichloro-",75-34-3,Active,U076
4796,Methyl chloroform,71-55-6,Active,U226
4796,"Ethane, 1,1,1-trichloro-",71-55-6,Active,U226
65102,"Ethane, 1,1,1,2-tetrachloro-",630-20-6,Active,U208
65102,"1,1,1,2-Tetrachloroethane",630-20-6,Active,U208
6056,Pentachloroethane,76-01-7,Active,U184
6056,"Ethane, pentachloro-",76-01-7,Active,U184
4341,Hexachloroethane,67-72-1,Active,U131
4341,"Ethane, hexachloro-",67-72-1,Active,U131
7518,"1,1,2-Trichloroethane",79-00-5,Active,U227
7518,"Ethane, 1,1,2-trichloro-",79-00-5,Active,U227
7773,"1,1,2,2-Tetrachloroethane",79-34-5,Active,U209
7773,"Ethane, 1,1,2,2-tetrachloro-",79-34-5,Active,U209
27987,Dichloromethoxy ethane,111-91-1,Active,U024
27987,"Ethane, 1,1'-[methylenebis(oxy)]bis[2-chloro-",111-91-1,Active,U024
3335,Ethyl ether,60-29-7,Active,U117
3335,"Ethane, 1,1'-oxybis-",60-29-7,Active,U117
27532,Dichloroethyl ether,111-44-4,Active,U025
27532,"Ethane, 1,1'-oxybis[2-chloro-",111-44-4,Active,U025
23986,Ethylene dibromide,106-93-4,Active,U067
23986,"Ethane, 1,2-dibromo-",106-93-4,Active,U067
24117,Ethylene dichloride,107-06-2,Active,U077
24117,"Ethane, 1,2-dichloro-",107-06-2,Active,U077
3657,Thioacetamide,62-55-5,Active,U218
3657,Ethanethioamide,62-55-5,Active,U218
256651,A2213,30558-43-1,Active,U394
256651,"Ethanimidothioic acid, 2-(dimethylamino)-N-hydroxy-2-oxo-, methyl ester",30558-43-1,Active,U394
315127,Thiodicarb,59669-26-0,Active,U410
315127,"Ethanimidothioic acid, N,N'-[thiobis[(methylimino)carbonyloxy]]bis-, dimethyl ester",59669-26-0,Active,U410
26989,Ethylene glycol monoethyl ether,110-80-5,Active,U359
26989,"Ethanol, 2-ethoxy-",110-80-5,Active,U359
78451,N-Nitrosodiethanolamine,1116-54-7,Active,U173
78451,"Ethanol, 2,2'-(nitrosoimino)bis-",1116-54-7,Active,U173
136325,"Diethylene glycol, dicarbamate",5952-26-1,Active,U395
136325,"Ethanol, 2,2'-oxybis-, dicarbamate",5952-26-1,Active,U395
18333,Acetophenone,98-86-2,Active,U004
18333,"Ethanone, 1-phenyl-",98-86-2,Active,U004
26948,2-Chloroethyl vinyl ether,110-75-8,Active,U042
26948,"Ethene, (2-chloroethoxy)-",110-75-8,Active,U042
5538,"1,1-Dichloroethylene",75-35-4,Active,U078
5538,"Ethene, 1,1-dichloro-",75-35-4,Active,U078
7526,Trichloroethylene,79-01-6,Active,U228
7526,"Ethene, trichloro-",79-01-6,Active,U228
34157,Tetrachloroethylene,127-18-4,Active,U210
34157,"Ethene, tetrachloro-",127-18-4,Active,U210
40469,"1,2-Dichloroethylene",156-60-5,Active,U079
40469,"Ethene, 1,2-dichloro-, (E)-",156-60-5,Active,U079
5231,Vinyl chloride,75-01-4,Active,U043
5231,"Ethene, chloro-",75-01-4,Active,U043
40691,Fluoranthene,206-44-0,Active,U120
1008,Formaldehyde,50-00-0,Active,U122
3830,Formic acid,64-18-6,Active,U123
26328,Furfuran,110-00-9,Active,U124
26328,Furan,110-00-9,Active,U124
26310,Tetrahydrofuran,109-99-9,Active,U213
26310,"Furan, tetrahydro-",109-99-9,Active,U213
4606,MNNG,70-25-7,Active,U163
4606,"Guanidine, N-methyl-N'-nitro-N-nitroso-",70-25-7,Active,U163
41541,Hydrazine,302-01-2,Active,U133
2469,"1,1-Dimethylhydrazine",57-14-7,Active,U098
2469,"Hydrazine, 1,1-dimethyl-",57-14-7,Active,U098
89524,"N,N'-Diethylhydrazine",1615-80-1,Active,U086
89524,"Hydrazine, 1,2-diethyl-",1615-80-1,Active,U086
51946,"1,2-Dimethylhydrazine",540-73-8,Active,U099
51946,"Hydrazine, 1,2-dimethyl-",540-73-8,Active,U099
32425,"Hydrazine, 1,2-diphenyl-",122-66-7,Active,U109
32425,"1,2-Diphenylhydrazine",122-66-7,Active,U109
152371,Hydrogen fluoride,7664-39-3,Active,U134
152371,Hydrofluoric acid,7664-39-3,Active,U134
154518,Hydrogen sulfide H2S,7783-06-4,Active,U135
154518,Hydrogen sulfide,7783-06-4,Active,U135
8185,"Hydroperoxide, 1-methyl-1-phenylethyl-",80-15-9,Active,U096
8185,".alpha.,.alpha.-Dimethylbenzylhydroperoxide",80-15-9,Active,U096
40626,"Indeno[1,2,3-cd]pyrene",193-39-5,Active,U137
39834,Melphalan,148-82-3,Active,U150
39834,"L-Phenylalanine, 4-[bis(2- chloroethyl)amino]-",148-82-3,Active,U150
28993,Azaserine,115-02-6,Active,U015
28993,"L-Serine, diazoacetate (ester)",115-02-6,Active,U015
85753,"Lead, bis(acetato-O)tetrahydroxytri-",1335-32-6,Active,U146
85753,Lead subacetate,1335-32-6,Active,U146
149633,Mercury,7439-97-6,Active,U151
33555,Dimethylamine,124-40-3,Active,U092
33555,"Methanamine, N-methyl-",124-40-3,Active,U092
5074,Methyl bromide,74-83-9,Active,U029
5074,"Methane, bromo-",74-83-9,Active,U029
5116,Methyl chloride,74-87-3,Active,U045
5116,"Methane, chloro-",74-87-3,Active,U045
24299,Chloromethyl methyl ether,107-30-2,Active,U046
24299,"Methane, chloromethoxy-",107-30-2,Active,U046
5173,Methylene bromide,74-95-3,Active,U068
5173,"Methane, dibromo-",74-95-3,Active,U068
5306,Methylene chloride,75-09-2,Active,U080
5306,"Methane, dichloro-",75-09-2,Active,U080
5801,Dichlorodifluoromethane,75-71-8,Active,U075
5801,"Methane, dichlorodifluoro-",75-71-8,Active,U075
5124,Methyl iodide,74-88-4,Active,U138
5124,"Methane, iodo-",74-88-4,Active,U138
2071,Carbon tetrachloride,56-23-5,Active,U211
2071,"Methane, tetrachloro-",56-23-5,Active,U211
5447,Bromoform,75-25-2,Active,U225
5447,"Methane, tribromo-",75-25-2,Active,U225
4317,Chloroform,67-66-3,Active,U044
4317,"Methane, trichloro-",67-66-3,Active,U044
5785,Trichloromonofluoromethane,75-69-4,Active,U121
5785,"Methane, trichlorofluoro-",75-69-4,Active,U121
3616,"Methanesulfonic acid, ethyl ester",62-50-0,Active,U119
3616,Ethyl methanesulfonate,62-50-0,Active,U119
5157,Thiomethanol,74-93-1,Active,U153
5157,Methanethiol,74-93-1,Active,U153
4283,Methyl alcohol,67-56-1,Active,U154
4283,Methanol,67-56-1,Active,U154
13326,Naphthalene,91-20-3,Active,U165
13532,"Naphthalene, 2-chloro-",91-58-7,Active,U047
13532,beta-Chloronaphthalene,91-58-7,Active,U047
167932,"Nitric acid, thallium(1+) salt",10102-45-1,Active,U217
167932,Thallium(I) nitrate,10102-45-1,Active,U217
5405,Ethylene oxide,75-21-8,Active,U115
5405,Oxirane,75-21-8,Active,U115
23945,Epichlorohydrin,106-89-8,Active,U041
23945,"Oxirane, (chloromethyl)-",106-89-8,Active,U041
69716,Oxiranecarboxyaldehyde,765-34-4,Active,U126
69716,Glycidylaldehyde,765-34-4,Active,U126
25510,Phenol,108-95-2,Active,U188
28928,"Phenol, 2-(1-methylethoxy)-, methylcarbamate",114-26-1,Active,U411
28928,Propoxur,114-26-1,Active,U411
16238,o-Chlorophenol,95-57-8,Active,U048
16238,"Phenol, 2-chloro-",95-57-8,Active,U048
4622,"Phenol, 2,2'-methylenebis[3,4,6- trichloro-",70-30-4,Active,U132
4622,Hexachlorophene,70-30-4,Active,U132
31443,"2,4-Dichlorophenol",120-83-2,Active,U081
31443,"Phenol, 2,4-dichloro-",120-83-2,Active,U081
22970,"2,4-Dimethylphenol",105-67-9,Active,U101
22970,"Phenol, 2,4-dimethyl-",105-67-9,Active,U101
11312,"2,6-Dichlorophenol",87-65-0,Active,U082
11312,"Phenol, 2,6-dichloro-",87-65-0,Active,U082
3103,p-Chloro-m-cresol,59-50-7,Active,U039
3103,"Phenol, 4-chloro-3-methyl-",59-50-7,Active,U039
19117,p-Nitrophenol,100-02-7,Active,U170
